,0
"('3_bane', '7_earthshaker', '11_nevermore', '47_viper', '65_batrider')",1
"('1_antimage', '63_weaver', '69_doom_bringer', '71_spirit_breaker', '85_undying')",1
"('3_bane', '29_tidehunter', '42_skeleton_king', '43_death_prophet', '88_nyx_assassin')",1
"('12_phantom_lancer', '58_enchantress', '76_obsidian_destroyer', '86_rubick', '96_centaur')",1
"('3_bane', '43_death_prophet', '47_viper', '94_medusa', '100_tusk')",1
"('3_bane', '13_puck', '15_razor', '89_naga_siren', '107_earth_spirit')",1
"('13_puck', '25_lina', '41_faceless_void', '71_spirit_breaker', '128_snapfire')",1
"('3_bane', '15_razor', '21_windrunner', '77_lycan', '94_medusa')",1
"('7_earthshaker', '10_morphling', '36_necrolyte', '42_skeleton_king', '123_hoodwink')",1
"('23_kunkka', '54_life_stealer', '63_weaver', '101_skywrath_mage', '102_abaddon')",1
"('25_lina', '39_queenofpain', '42_skeleton_king', '79_shadow_demon', '120_pangolier')",1
"('9_mirana', '16_sand_king', '23_kunkka', '85_undying', '94_medusa')",1
"('15_razor', '39_queenofpain', '60_night_stalker', '63_weaver', '121_grimstroke')",1
"('44_phantom_assassin', '76_obsidian_destroyer', '78_brewmaster', '128_snapfire', '123_hoodwink')",1
"('23_kunkka', '46_templar_assassin', '58_enchantress', '71_spirit_breaker', '88_nyx_assassin')",1
"('48_luna', '71_spirit_breaker', '75_silencer', '91_wisp', '129_mars')",1
"('42_skeleton_king', '46_templar_assassin', '64_jakiro', '76_obsidian_destroyer', '119_dark_willow')",1
"('3_bane', '15_razor', '51_rattletrap', '61_broodmother', '126_void_spirit')",1
"('54_life_stealer', '71_spirit_breaker', '84_ogre_magi', '106_ember_spirit', '128_snapfire')",1
"('30_witch_doctor', '70_ursa', '76_obsidian_destroyer', '100_tusk', '123_hoodwink')",1
"('26_lion', '48_luna', '65_batrider', '129_mars', '128_snapfire')",1
"('3_bane', '42_skeleton_king', '60_night_stalker', '63_weaver', '74_invoker')",1
"('27_shadow_shaman', '42_skeleton_king', '53_furion', '76_obsidian_destroyer', '91_wisp')",1
"('3_bane', '39_queenofpain', '54_life_stealer', '71_spirit_breaker', '121_grimstroke')",1
"('3_bane', '29_tidehunter', '76_obsidian_destroyer', '91_wisp', '95_troll_warlord')",1
"('38_beastmaster', '42_skeleton_king', '63_weaver', '65_batrider', '121_grimstroke')",1
"('17_storm_spirit', '23_kunkka', '71_spirit_breaker', '94_medusa', '102_abaddon')",1
"('48_luna', '60_night_stalker', '74_invoker', '86_rubick', '123_hoodwink')",1
"('39_queenofpain', '42_skeleton_king', '85_undying', '86_rubick', '129_mars')",1
"('13_puck', '18_sven', '63_weaver', '77_lycan', '121_grimstroke')",1
"('12_phantom_lancer', '13_puck', '63_weaver', '86_rubick', '96_centaur')",1
"('16_sand_king', '49_dragon_knight', '63_weaver', '70_ursa', '85_undying')",1
"('17_storm_spirit', '63_weaver', '64_jakiro', '69_doom_bringer', '79_shadow_demon')",1
"('12_phantom_lancer', '16_sand_king', '87_disruptor', '101_skywrath_mage', '129_mars')",1
"('15_razor', '16_sand_king', '76_obsidian_destroyer', '83_treant', '121_grimstroke')",1
"('34_tinker', '60_night_stalker', '95_troll_warlord', '121_grimstroke', '128_snapfire')",1
"('3_bane', '15_razor', '23_kunkka', '51_rattletrap', '76_obsidian_destroyer')",1
"('9_mirana', '44_phantom_assassin', '63_weaver', '106_ember_spirit', '129_mars')",1
"('15_razor', '76_obsidian_destroyer', '88_nyx_assassin', '95_troll_warlord', '135_dawnbreaker')",1
"('52_leshrac', '72_gyrocopter', '87_disruptor', '101_skywrath_mage', '104_legion_commander')",1
"('25_lina', '79_shadow_demon', '94_medusa', '96_centaur', '120_pangolier')",1
"('29_tidehunter', '76_obsidian_destroyer', '79_shadow_demon', '94_medusa', '120_pangolier')",1
"('10_morphling', '13_puck', '104_legion_commander', '111_oracle', '114_monkey_king')",1
"('13_puck', '23_kunkka', '76_obsidian_destroyer', '88_nyx_assassin', '128_snapfire')",1
"('3_bane', '13_puck', '42_skeleton_king', '110_phoenix', '129_mars')",1
"('3_bane', '15_razor', '54_life_stealer', '91_wisp', '126_void_spirit')",1
"('19_tiny', '39_queenofpain', '42_skeleton_king', '55_dark_seer', '64_jakiro')",1
"('23_kunkka', '39_queenofpain', '48_luna', '71_spirit_breaker', '85_undying')",1
"('11_nevermore', '15_razor', '38_beastmaster', '75_silencer', '86_rubick')",1
"('13_puck', '29_tidehunter', '72_gyrocopter', '87_disruptor', '128_snapfire')",1
"('9_mirana', '25_lina', '93_slark', '119_dark_willow', '129_mars')",1
"('13_puck', '48_luna', '64_jakiro', '86_rubick', '129_mars')",1
"('1_antimage', '63_weaver', '106_ember_spirit', '121_grimstroke', '129_mars')",1
"('25_lina', '48_luna', '71_spirit_breaker', '84_ogre_magi', '98_shredder')",1
"('16_sand_king', '25_lina', '29_tidehunter', '58_enchantress', '114_monkey_king')",1
"('6_drow_ranger', '39_queenofpain', '51_rattletrap', '76_obsidian_destroyer', '102_abaddon')",1
"('13_puck', '28_slardar', '44_phantom_assassin', '63_weaver', '121_grimstroke')",1
"('14_pudge', '25_lina', '77_lycan', '129_mars', '123_hoodwink')",1
"('20_vengefulspirit', '84_ogre_magi', '97_magnataur', '114_monkey_king', '128_snapfire')",1
"('39_queenofpain', '63_weaver', '75_silencer', '81_chaos_knight', '94_medusa')",1
"('11_nevermore', '23_kunkka', '71_spirit_breaker', '75_silencer', '123_hoodwink')",1
"('39_queenofpain', '60_night_stalker', '88_nyx_assassin', '114_monkey_king', '123_hoodwink')",1
"('7_earthshaker', '39_queenofpain', '42_skeleton_king', '77_lycan', '87_disruptor')",1
"('3_bane', '10_morphling', '27_shadow_shaman', '120_pangolier', '126_void_spirit')",1
"('23_kunkka', '38_beastmaster', '48_luna', '85_undying', '101_skywrath_mage')",1
"('42_skeleton_king', '46_templar_assassin', '76_obsidian_destroyer', '87_disruptor', '119_dark_willow')",1
"('15_razor', '26_lion', '41_faceless_void', '110_phoenix', '129_mars')",1
"('3_bane', '39_queenofpain', '48_luna', '60_night_stalker', '71_spirit_breaker')",1
"('13_puck', '18_sven', '23_kunkka', '45_pugna', '87_disruptor')",1
"('4_bloodseeker', '15_razor', '26_lion', '76_obsidian_destroyer', '85_undying')",1
"('3_bane', '39_queenofpain', '42_skeleton_king', '63_weaver', '98_shredder')",1
"('39_queenofpain', '64_jakiro', '96_centaur', '114_monkey_king', '128_snapfire')",1
"('17_storm_spirit', '54_life_stealer', '71_spirit_breaker', '98_shredder', '111_oracle')",1
"('41_faceless_void', '60_night_stalker', '74_invoker', '87_disruptor', '103_elder_titan')",1
"('13_puck', '63_weaver', '94_medusa', '107_earth_spirit', '120_pangolier')",1
"('15_razor', '17_storm_spirit', '42_skeleton_king', '71_spirit_breaker', '75_silencer')",1
"('17_storm_spirit', '63_weaver', '83_treant', '109_terrorblade', '120_pangolier')",1
"('11_nevermore', '35_sniper', '71_spirit_breaker', '83_treant', '121_grimstroke')",1
"('15_razor', '23_kunkka', '78_brewmaster', '87_disruptor', '101_skywrath_mage')",1
"('9_mirana', '49_dragon_knight', '84_ogre_magi', '95_troll_warlord', '129_mars')",1
"('9_mirana', '23_kunkka', '63_weaver', '94_medusa', '129_mars')",1
"('15_razor', '61_broodmother', '64_jakiro', '89_naga_siren', '103_elder_titan')",1
"('3_bane', '15_razor', '39_queenofpain', '77_lycan', '120_pangolier')",1
"('6_drow_ranger', '17_storm_spirit', '38_beastmaster', '86_rubick', '87_disruptor')",1
"('13_puck', '42_skeleton_king', '63_weaver', '75_silencer', '129_mars')",1
"('16_sand_king', '23_kunkka', '48_luna', '58_enchantress', '86_rubick')",1
"('39_queenofpain', '41_faceless_void', '49_dragon_knight', '64_jakiro', '101_skywrath_mage')",1
"('39_queenofpain', '95_troll_warlord', '119_dark_willow', '129_mars', '128_snapfire')",1
"('3_bane', '47_viper', '79_shadow_demon', '95_troll_warlord', '129_mars')",1
"('10_morphling', '27_shadow_shaman', '34_tinker', '49_dragon_knight', '112_winter_wyvern')",1
"('3_bane', '9_mirana', '13_puck', '61_broodmother', '109_terrorblade')",1
"('3_bane', '42_skeleton_king', '43_death_prophet', '71_spirit_breaker', '76_obsidian_destroyer')",1
"('6_drow_ranger', '43_death_prophet', '49_dragon_knight', '87_disruptor', '91_wisp')",1
"('3_bane', '38_beastmaster', '42_skeleton_king', '63_weaver', '129_mars')",1
"('15_razor', '69_doom_bringer', '88_nyx_assassin', '106_ember_spirit', '119_dark_willow')",1
"('25_lina', '26_lion', '44_phantom_assassin', '69_doom_bringer', '114_monkey_king')",1
"('42_skeleton_king', '61_broodmother', '63_weaver', '71_spirit_breaker', '83_treant')",1
"('48_luna', '52_leshrac', '64_jakiro', '88_nyx_assassin', '135_dawnbreaker')",1
"('18_sven', '60_night_stalker', '76_obsidian_destroyer', '84_ogre_magi', '91_wisp')",1
"('10_morphling', '36_necrolyte', '63_weaver', '76_obsidian_destroyer', '107_earth_spirit')",1
"('25_lina', '48_luna', '87_disruptor', '97_magnataur', '105_techies')",1
"('3_bane', '15_razor', '18_sven', '25_lina', '71_spirit_breaker')",1
"('15_razor', '38_beastmaster', '52_leshrac', '71_spirit_breaker', '91_wisp')",1
"('13_puck', '44_phantom_assassin', '47_viper', '71_spirit_breaker', '121_grimstroke')",1
"('20_vengefulspirit', '23_kunkka', '42_skeleton_king', '114_monkey_king', '128_snapfire')",1
"('25_lina', '27_shadow_shaman', '83_treant', '109_terrorblade', '108_abyssal_underlord')",1
"('25_lina', '63_weaver', '81_chaos_knight', '84_ogre_magi', '99_bristleback')",1
"('38_beastmaster', '42_skeleton_king', '63_weaver', '85_undying', '128_snapfire')",1
"('1_antimage', '17_storm_spirit', '63_weaver', '87_disruptor', '129_mars')",1
"('13_puck', '16_sand_king', '44_phantom_assassin', '71_spirit_breaker', '121_grimstroke')",1
"('63_weaver', '71_spirit_breaker', '78_brewmaster', '85_undying', '86_rubick')",1
"('43_death_prophet', '63_weaver', '70_ursa', '120_pangolier', '121_grimstroke')",1
"('39_queenofpain', '65_batrider', '87_disruptor', '120_pangolier', '121_grimstroke')",1
"('3_bane', '43_death_prophet', '95_troll_warlord', '100_tusk', '106_ember_spirit')",1
"('47_viper', '64_jakiro', '69_doom_bringer', '71_spirit_breaker', '102_abaddon')",1
"('10_morphling', '74_invoker', '101_skywrath_mage', '104_legion_commander', '135_dawnbreaker')",1
"('8_juggernaut', '34_tinker', '71_spirit_breaker', '84_ogre_magi', '119_dark_willow')",1
"('39_queenofpain', '42_skeleton_king', '64_jakiro', '86_rubick', '98_shredder')",1
"('4_bloodseeker', '76_obsidian_destroyer', '85_undying', '94_medusa', '119_dark_willow')",1
"('64_jakiro', '65_batrider', '71_spirit_breaker', '93_slark', '101_skywrath_mage')",1
"('15_razor', '23_kunkka', '28_slardar', '91_wisp', '111_oracle')",1
"('26_lion', '48_luna', '60_night_stalker', '65_batrider', '91_wisp')",1
"('11_nevermore', '38_beastmaster', '42_skeleton_king', '85_undying', '128_snapfire')",1
"('18_sven', '29_tidehunter', '39_queenofpain', '75_silencer', '86_rubick')",1
"('53_furion', '66_chen', '73_alchemist', '86_rubick', '126_void_spirit')",1
"('38_beastmaster', '49_dragon_knight', '94_medusa', '103_elder_titan', '119_dark_willow')",1
"('29_tidehunter', '48_luna', '63_weaver', '65_batrider', '91_wisp')",1
"('17_storm_spirit', '91_wisp', '95_troll_warlord', '104_legion_commander', '123_hoodwink')",1
"('3_bane', '21_windrunner', '25_lina', '48_luna', '96_centaur')",1
"('46_templar_assassin', '48_luna', '76_obsidian_destroyer', '84_ogre_magi', '119_dark_willow')",1
"('1_antimage', '13_puck', '71_spirit_breaker', '86_rubick', '102_abaddon')",1
"('3_bane', '23_kunkka', '42_skeleton_king', '55_dark_seer', '71_spirit_breaker')",1
"('6_drow_ranger', '23_kunkka', '30_witch_doctor', '32_riki', '58_enchantress')",1
"('10_morphling', '15_razor', '25_lina', '88_nyx_assassin', '135_dawnbreaker')",1
"('44_phantom_assassin', '60_night_stalker', '63_weaver', '86_rubick', '126_void_spirit')",1
"('7_earthshaker', '33_enigma', '46_templar_assassin', '64_jakiro', '73_alchemist')",1
"('15_razor', '46_templar_assassin', '53_furion', '88_nyx_assassin', '119_dark_willow')",1
"('15_razor', '29_tidehunter', '48_luna', '52_leshrac', '88_nyx_assassin')",1
"('85_undying', '109_terrorblade', '119_dark_willow', '129_mars', '126_void_spirit')",1
"('13_puck', '15_razor', '54_life_stealer', '100_tusk', '128_snapfire')",1
"('25_lina', '89_naga_siren', '99_bristleback', '107_earth_spirit', '121_grimstroke')",1
"('48_luna', '66_chen', '71_spirit_breaker', '101_skywrath_mage', '126_void_spirit')",1
"('12_phantom_lancer', '26_lion', '43_death_prophet', '106_ember_spirit', '107_earth_spirit')",1
"('72_gyrocopter', '76_obsidian_destroyer', '99_bristleback', '103_elder_titan', '113_arc_warden')",1
"('41_faceless_void', '55_dark_seer', '71_spirit_breaker', '74_invoker', '101_skywrath_mage')",1
"('25_lina', '72_gyrocopter', '99_bristleback', '103_elder_titan', '109_terrorblade')",1
"('38_beastmaster', '81_chaos_knight', '92_visage', '110_phoenix', '129_mars')",1
"('11_nevermore', '63_weaver', '64_jakiro', '69_doom_bringer', '86_rubick')",1
"('23_kunkka', '27_shadow_shaman', '28_slardar', '42_skeleton_king', '107_earth_spirit')",1
"('6_drow_ranger', '38_beastmaster', '84_ogre_magi', '119_dark_willow', '129_mars')",1
"('3_bane', '42_skeleton_king', '48_luna', '74_invoker', '121_grimstroke')",1
"('52_leshrac', '79_shadow_demon', '84_ogre_magi', '109_terrorblade', '120_pangolier')",1
"('3_bane', '10_morphling', '39_queenofpain', '61_broodmother', '101_skywrath_mage')",1
"('7_earthshaker', '8_juggernaut', '20_vengefulspirit', '100_tusk', '102_abaddon')",1
"('41_faceless_void', '60_night_stalker', '64_jakiro', '76_obsidian_destroyer', '91_wisp')",1
"('29_tidehunter', '46_templar_assassin', '63_weaver', '85_undying', '106_ember_spirit')",1
"('11_nevermore', '86_rubick', '97_magnataur', '102_abaddon', '129_mars')",1
"('46_templar_assassin', '53_furion', '76_obsidian_destroyer', '96_centaur', '119_dark_willow')",1
"('84_ogre_magi', '87_disruptor', '94_medusa', '110_phoenix', '129_mars')",1
"('6_drow_ranger', '51_rattletrap', '85_undying', '110_phoenix', '128_snapfire')",1
"('9_mirana', '43_death_prophet', '49_dragon_knight', '84_ogre_magi', '114_monkey_king')",1
"('17_storm_spirit', '23_kunkka', '46_templar_assassin', '121_grimstroke', '123_hoodwink')",1
"('46_templar_assassin', '76_obsidian_destroyer', '87_disruptor', '119_dark_willow', '126_void_spirit')",1
"('3_bane', '6_drow_ranger', '13_puck', '71_spirit_breaker', '101_skywrath_mage')",1
"('8_juggernaut', '32_riki', '43_death_prophet', '99_bristleback', '121_grimstroke')",1
"('23_kunkka', '46_templar_assassin', '55_dark_seer', '75_silencer', '76_obsidian_destroyer')",1
"('49_dragon_knight', '53_furion', '76_obsidian_destroyer', '101_skywrath_mage', '109_terrorblade')",1
"('6_drow_ranger', '21_windrunner', '41_faceless_void', '79_shadow_demon', '106_ember_spirit')",1
"('13_puck', '16_sand_king', '87_disruptor', '114_monkey_king', '123_hoodwink')",1
"('10_morphling', '63_weaver', '84_ogre_magi', '106_ember_spirit', '120_pangolier')",1
"('21_windrunner', '28_slardar', '44_phantom_assassin', '63_weaver', '87_disruptor')",1
"('1_antimage', '74_invoker', '79_shadow_demon', '85_undying', '129_mars')",1
"('29_tidehunter', '70_ursa', '100_tusk', '107_earth_spirit', '128_snapfire')",1
"('39_queenofpain', '43_death_prophet', '81_chaos_knight', '120_pangolier', '123_hoodwink')",1
"('3_bane', '18_sven', '23_kunkka', '96_centaur', '107_earth_spirit')",1
"('23_kunkka', '48_luna', '64_jakiro', '77_lycan', '102_abaddon')",1
"('38_beastmaster', '39_queenofpain', '43_death_prophet', '48_luna', '88_nyx_assassin')",1
"('79_shadow_demon', '84_ogre_magi', '94_medusa', '129_mars', '126_void_spirit')",1
"('9_mirana', '15_razor', '84_ogre_magi', '98_shredder', '114_monkey_king')",1
"('12_phantom_lancer', '60_night_stalker', '78_brewmaster', '121_grimstroke', '126_void_spirit')",1
"('15_razor', '41_faceless_void', '49_dragon_knight', '68_ancient_apparition', '123_hoodwink')",1
"('46_templar_assassin', '49_dragon_knight', '51_rattletrap', '55_dark_seer', '79_shadow_demon')",1
"('7_earthshaker', '12_phantom_lancer', '43_death_prophet', '52_leshrac', '120_pangolier')",1
"('13_puck', '27_shadow_shaman', '81_chaos_knight', '102_abaddon', '109_terrorblade')",1
"('8_juggernaut', '33_enigma', '90_keeper_of_the_light', '100_tusk', '106_ember_spirit')",1
"('10_morphling', '76_obsidian_destroyer', '77_lycan', '100_tusk', '129_mars')",1
"('15_razor', '26_lion', '61_broodmother', '77_lycan', '100_tusk')",1
"('48_luna', '53_furion', '95_troll_warlord', '106_ember_spirit', '107_earth_spirit')",1
"('5_crystal_maiden', '8_juggernaut', '10_morphling', '78_brewmaster', '119_dark_willow')",1
"('5_crystal_maiden', '13_puck', '29_tidehunter', '42_skeleton_king', '120_pangolier')",1
"('43_death_prophet', '77_lycan', '91_wisp', '102_abaddon', '107_earth_spirit')",1
"('13_puck', '47_viper', '51_rattletrap', '95_troll_warlord', '100_tusk')",1
"('15_razor', '110_phoenix', '112_winter_wyvern', '129_mars', '126_void_spirit')",1
"('38_beastmaster', '70_ursa', '100_tusk', '110_phoenix', '126_void_spirit')",1
"('6_drow_ranger', '46_templar_assassin', '84_ogre_magi', '120_pangolier', '119_dark_willow')",1
"('26_lion', '38_beastmaster', '42_skeleton_king', '58_enchantress', '65_batrider')",1
"('27_shadow_shaman', '39_queenofpain', '50_dazzle', '78_brewmaster', '89_naga_siren')",1
"('17_storm_spirit', '43_death_prophet', '65_batrider', '107_earth_spirit', '114_monkey_king')",1
"('8_juggernaut', '38_beastmaster', '52_leshrac', '58_enchantress', '100_tusk')",1
"('8_juggernaut', '26_lion', '74_invoker', '96_centaur', '121_grimstroke')",1
"('9_mirana', '13_puck', '38_beastmaster', '49_dragon_knight', '77_lycan')",1
"('4_bloodseeker', '27_shadow_shaman', '72_gyrocopter', '109_terrorblade', '126_void_spirit')",1
"('7_earthshaker', '17_storm_spirit', '43_death_prophet', '70_ursa', '121_grimstroke')",1
"('43_death_prophet', '83_treant', '94_medusa', '107_earth_spirit', '126_void_spirit')",1
"('29_tidehunter', '48_luna', '49_dragon_knight', '111_oracle', '114_monkey_king')",1
"('9_mirana', '15_razor', '58_enchantress', '73_alchemist', '80_lone_druid')",1
"('13_puck', '70_ursa', '85_undying', '100_tusk', '120_pangolier')",1
"('27_shadow_shaman', '63_weaver', '76_obsidian_destroyer', '96_centaur', '103_elder_titan')",1
"('13_puck', '43_death_prophet', '53_furion', '88_nyx_assassin', '129_mars')",1
"('13_puck', '72_gyrocopter', '77_lycan', '109_terrorblade', '110_phoenix')",1
"('7_earthshaker', '40_venomancer', '44_phantom_assassin', '61_broodmother', '110_phoenix')",1
"('33_enigma', '76_obsidian_destroyer', '93_slark', '111_oracle', '129_mars')",1
"('11_nevermore', '48_luna', '63_weaver', '73_alchemist', '91_wisp')",1
"('48_luna', '51_rattletrap', '98_shredder', '100_tusk', '120_pangolier')",1
"('74_invoker', '91_wisp', '103_elder_titan', '110_phoenix', '129_mars')",1
"('13_puck', '53_furion', '72_gyrocopter', '95_troll_warlord', '103_elder_titan')",1
"('8_juggernaut', '21_windrunner', '107_earth_spirit', '110_phoenix', '126_void_spirit')",1
"('42_skeleton_king', '46_templar_assassin', '63_weaver', '85_undying', '107_earth_spirit')",1
"('21_windrunner', '53_furion', '54_life_stealer', '100_tusk', '110_phoenix')",1
"('43_death_prophet', '51_rattletrap', '70_ursa', '96_centaur', '120_pangolier')",1
"('1_antimage', '11_nevermore', '27_shadow_shaman', '29_tidehunter', '129_mars')",1
"('12_phantom_lancer', '13_puck', '107_earth_spirit', '120_pangolier', '121_grimstroke')",1
"('17_storm_spirit', '70_ursa', '91_wisp', '100_tusk', '129_mars')",1
"('21_windrunner', '70_ursa', '72_gyrocopter', '107_earth_spirit', '129_mars')",1
"('29_tidehunter', '43_death_prophet', '88_nyx_assassin', '89_naga_siren', '111_oracle')",1
"('17_storm_spirit', '19_tiny', '26_lion', '77_lycan', '104_legion_commander')",1
"('27_shadow_shaman', '29_tidehunter', '53_furion', '54_life_stealer', '100_tusk')",1
"('9_mirana', '29_tidehunter', '70_ursa', '102_abaddon', '106_ember_spirit')",1
"('26_lion', '43_death_prophet', '72_gyrocopter', '98_shredder', '109_terrorblade')",1
"('26_lion', '42_skeleton_king', '52_leshrac', '68_ancient_apparition', '129_mars')",1
"('46_templar_assassin', '53_furion', '91_wisp', '100_tusk', '107_earth_spirit')",1
"('17_storm_spirit', '77_lycan', '78_brewmaster', '100_tusk', '111_oracle')",1
"('4_bloodseeker', '8_juggernaut', '27_shadow_shaman', '106_ember_spirit', '111_oracle')",1
"('1_antimage', '86_rubick', '106_ember_spirit', '121_grimstroke', '129_mars')",1
"('25_lina', '28_slardar', '44_phantom_assassin', '71_spirit_breaker', '111_oracle')",1
"('5_crystal_maiden', '19_tiny', '43_death_prophet', '88_nyx_assassin', '94_medusa')",1
"('9_mirana', '38_beastmaster', '44_phantom_assassin', '79_shadow_demon', '98_shredder')",1
"('23_kunkka', '26_lion', '29_tidehunter', '72_gyrocopter', '91_wisp')",1
"('9_mirana', '29_tidehunter', '43_death_prophet', '71_spirit_breaker', '94_medusa')",1
"('26_lion', '29_tidehunter', '72_gyrocopter', '91_wisp', '129_mars')",1
"('15_razor', '84_ogre_magi', '109_terrorblade', '119_dark_willow', '129_mars')",1
"('16_sand_king', '21_windrunner', '42_skeleton_king', '49_dragon_knight', '110_phoenix')",1
"('1_antimage', '3_bane', '4_bloodseeker', '7_earthshaker', '13_puck')",1
"('51_rattletrap', '67_spectre', '119_dark_willow', '129_mars', '126_void_spirit')",1
"('49_dragon_knight', '70_ursa', '71_spirit_breaker', '110_phoenix', '126_void_spirit')",1
"('4_bloodseeker', '87_disruptor', '95_troll_warlord', '107_earth_spirit', '126_void_spirit')",1
"('6_drow_ranger', '38_beastmaster', '47_viper', '71_spirit_breaker', '126_void_spirit')",1
"('6_drow_ranger', '17_storm_spirit', '83_treant', '110_phoenix', '129_mars')",1
"('13_puck', '21_windrunner', '38_beastmaster', '91_wisp', '102_abaddon')",1
"('58_enchantress', '70_ursa', '110_phoenix', '108_abyssal_underlord', '120_pangolier')",1
"('21_windrunner', '72_gyrocopter', '102_abaddon', '110_phoenix', '129_mars')",1
"('1_antimage', '13_puck', '26_lion', '102_abaddon', '129_mars')",1
"('27_shadow_shaman', '29_tidehunter', '73_alchemist', '86_rubick', '93_slark')",1
"('2_axe', '81_chaos_knight', '86_rubick', '90_keeper_of_the_light', '126_void_spirit')",1
"('43_death_prophet', '77_lycan', '88_nyx_assassin', '95_troll_warlord', '112_winter_wyvern')",1
"('21_windrunner', '31_lich', '29_tidehunter', '95_troll_warlord', '112_winter_wyvern')",1
"('26_lion', '29_tidehunter', '70_ursa', '99_bristleback', '100_tusk')",1
"('4_bloodseeker', '11_nevermore', '70_ursa', '107_earth_spirit', '121_grimstroke')",1
"('31_lich', '43_death_prophet', '53_furion', '54_life_stealer', '107_earth_spirit')",1
"('6_drow_ranger', '26_lion', '38_beastmaster', '49_dragon_knight', '126_void_spirit')",1
"('17_storm_spirit', '26_lion', '65_batrider', '102_abaddon', '114_monkey_king')",1
"('8_juggernaut', '84_ogre_magi', '98_shredder', '105_techies', '129_mars')",1
"('17_storm_spirit', '72_gyrocopter', '76_obsidian_destroyer', '107_earth_spirit', '109_terrorblade')",1
"('9_mirana', '38_beastmaster', '58_enchantress', '95_troll_warlord', '126_void_spirit')",1
"('19_tiny', '27_shadow_shaman', '69_doom_bringer', '109_terrorblade', '110_phoenix')",1
"('42_skeleton_king', '43_death_prophet', '74_invoker', '100_tusk', '102_abaddon')",1
"('9_mirana', '16_sand_king', '42_skeleton_king', '90_keeper_of_the_light', '126_void_spirit')",1
"('10_morphling', '15_razor', '27_shadow_shaman', '29_tidehunter', '102_abaddon')",1
"('26_lion', '43_death_prophet', '44_phantom_assassin', '85_undying', '106_ember_spirit')",1
"('27_shadow_shaman', '65_batrider', '70_ursa', '76_obsidian_destroyer', '102_abaddon')",1
"('5_crystal_maiden', '17_storm_spirit', '72_gyrocopter', '90_keeper_of_the_light', '129_mars')",1
"('5_crystal_maiden', '29_tidehunter', '42_skeleton_king', '43_death_prophet', '103_elder_titan')",1
"('26_lion', '29_tidehunter', '74_invoker', '83_treant', '89_naga_siren')",1
"('47_viper', '70_ursa', '100_tusk', '103_elder_titan', '129_mars')",1
"('10_morphling', '15_razor', '47_viper', '102_abaddon', '107_earth_spirit')",1
"('53_furion', '77_lycan', '102_abaddon', '107_earth_spirit', '114_monkey_king')",1
"('30_witch_doctor', '51_rattletrap', '52_leshrac', '60_night_stalker', '63_weaver')",1
"('5_crystal_maiden', '8_juggernaut', '13_puck', '38_beastmaster', '120_pangolier')",1
"('26_lion', '29_tidehunter', '42_skeleton_king', '110_phoenix', '114_monkey_king')",1
"('11_nevermore', '15_razor', '43_death_prophet', '57_omniknight', '107_earth_spirit')",1
"('17_storm_spirit', '26_lion', '38_beastmaster', '68_ancient_apparition', '81_chaos_knight')",1
"('17_storm_spirit', '38_beastmaster', '43_death_prophet', '72_gyrocopter', '90_keeper_of_the_light')",1
"('19_tiny', '51_rattletrap', '55_dark_seer', '70_ursa', '128_snapfire')",1
"('9_mirana', '44_phantom_assassin', '96_centaur', '126_void_spirit', '128_snapfire')",1
"('10_morphling', '26_lion', '41_faceless_void', '104_legion_commander', '128_snapfire')",1
"('8_juggernaut', '13_puck', '53_furion', '107_earth_spirit', '128_snapfire')",1
"('36_necrolyte', '37_warlock', '67_spectre', '100_tusk', '129_mars')",1
"('15_razor', '31_lich', '86_rubick', '95_troll_warlord', '96_centaur')",1
"('1_antimage', '5_crystal_maiden', '25_lina', '38_beastmaster', '96_centaur')",1
"('8_juggernaut', '55_dark_seer', '79_shadow_demon', '100_tusk', '126_void_spirit')",1
"('16_sand_king', '21_windrunner', '26_lion', '41_faceless_void', '110_phoenix')",1
"('4_bloodseeker', '15_razor', '19_tiny', '47_viper', '50_dazzle')",1
"('5_crystal_maiden', '13_puck', '17_storm_spirit', '70_ursa', '120_pangolier')",1
"('1_antimage', '13_puck', '53_furion', '107_earth_spirit', '110_phoenix')",1
"('2_axe', '34_tinker', '86_rubick', '93_slark', '121_grimstroke')",1
"('9_mirana', '77_lycan', '95_troll_warlord', '96_centaur', '103_elder_titan')",1
"('16_sand_king', '21_windrunner', '85_undying', '94_medusa', '100_tusk')",1
"('17_storm_spirit', '47_viper', '53_furion', '100_tusk', '120_pangolier')",1
"('46_templar_assassin', '50_dazzle', '51_rattletrap', '53_furion', '100_tusk')",1
"('13_puck', '37_warlock', '51_rattletrap', '93_slark', '126_void_spirit')",1
"('4_bloodseeker', '53_furion', '70_ursa', '100_tusk', '121_grimstroke')",1
"('19_tiny', '43_death_prophet', '63_weaver', '88_nyx_assassin', '106_ember_spirit')",1
"('10_morphling', '16_sand_king', '74_invoker', '100_tusk', '128_snapfire')",1
"('93_slark', '102_abaddon', '106_ember_spirit', '110_phoenix', '129_mars')",1
"('6_drow_ranger', '83_treant', '100_tusk', '106_ember_spirit', '110_phoenix')",1
"('19_tiny', '43_death_prophet', '49_dragon_knight', '68_ancient_apparition', '81_chaos_knight')",1
"('12_phantom_lancer', '17_storm_spirit', '79_shadow_demon', '129_mars', '128_snapfire')",1
